0	1433739.3099999954
1	1084488.7769648773
2	973431.7146620404
3	895934.592563071
4	865128.3352940815
5	845846.647031348
6	827219.5827561248
7	803590.3456011117
8	756039.5172761207
9	717332.9025432297
10	694587.9252526882
11	684444.5019967904
12	674574.7475478561
13	667409.469916028
14	663556.6278215044
15	660162.7772287563
16	656041.3222947121
17	653036.7540731612
18	651112.4262522729
19	649689.0131843555
-49.96768955555581%
