0	438747790.02791756
1	249803933.62600276
2	194494814.40631253
3	169804841.4515432
4	156295748.80627593
5	149094208.10896596
6	142508531.61961532
7	132303869.40652987
8	117170969.83719076
9	108547377.17857003
10	102237203.3179959
11	98278015.74975666
12	95630226.12177408
13	93793314.051193
14	92377131.96821064
15	91541606.25423889
16	91045573.83042455
17	90752240.10140808
18	90470170.18122731
19	90216416.1756313
-75.25973243724756%
