0	623660345.3064115
1	509862908.2975454
2	485480681.8720084
3	463997011.68501294
4	460969266.57299685
5	460537847.9827684
6	460313099.6535447
7	460003523.8894082
8	459570539.31773525
9	459021103.3422909
10	458490656.19198126
11	457944232.5879751
12	457558005.19867724
13	457290136.35230196
14	457050555.0595629
15	456892235.6153559
16	456703630.7370345
17	456404203.01897514
18	456177800.541994
19	455986871.02734685
-26.398863292042638%
